SabioReactionID,Name,Role,Smiles
3392,H+,Substrate,[H]
3392,25-Hydroxyvitamin D3,Substrate,C=C3CCC(O)CC3(=CC=C1CCCC2(C)(C(CCC12)C(C)CCCC(C)(C)O))
3399,beta-D-Galactose,Product,OCC1OC(O)C(O)C(O)C1(O)
3399,H2O,Substrate,[H]O[H]
3399,Galactosylceramide,Substrate,[*]C(=O)NC(COC1OC(CO)C(O)C(O)C1(O))C(O)C=CCCCCCCCCCCCCC
3399,N-Acylsphingosine,Product,[*]C(=O)NC(CO)C(O)C=CCCCCCCCCCCCCC
3400,Galactose,Product,OCC1OC(O)C(O)C(O)C1(O)
3400,H2O,Substrate,[H]O[H]
3400,Trihexosylceramide,Substrate,[*]C(=O)NC(COC3OC(CO)C(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))C(O)C3(O))C(O)C=CCCCCCCCCCCCCC
3400,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide",Product,[*]C(=O)NC(COC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))C(O)C=CCCCCCCCCCCCCC
3408,O2,Substrate,O=O
3408,"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate",Product,CCCCCC(C=CC=CCCCCCCCC(O)=O)OO
3408,Linoleate,Substrate,CCCCCC=CCC=CCCCCCCCC(O)=O
3409,"9-cis,11-trans-Octadecadienoate",Product,CCCCCCC=CC=CCCCCCCCC(O)=O
3409,Linoleic acid,Substrate,CCCCCC=CCC=CCCCCCCCC(O)=O
3413,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
3413,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
3413,CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
3413,Phytanoyl-CoA,Product,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3413,Phytanate,Substrate,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(O)=O
3413,AMP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
3416,D-Galactose,Product,OCC1OC(O)C(O)C(O)C1(O)
3416,H2O,Substrate,[H]O[H]
3416,Stachyose,Substrate,OCC4OC(OCC3OC(OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O))C(O)C(O)C3(O))C(O)C(O)C4(O)
3416,Raffinose,Product,OCC3OC(OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O))C(O)C(O)C3(O)
3421,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3421,O2,Substrate,O=O
3421,H2O,Product,[H]O[H]
3421,H+,Substrate,[H]
3421,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3421,(+)-Dihydromyricetin,Product,Oc1cc(O)c2C(=O)C(O)C(Oc2(c1))c3cc(O)c(O)c(O)c3
3421,Taxifolin,Substrate,Oc1cc(O)c2C(=O)C(O)C(Oc2(c1))c3ccc(O)c(O)c3
3422,CO2,Product,O=C=O
3422,O2,Substrate,O=O
3422,H2O,Product,[H]O[H]
3422,2-Oxoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
3422,Succinate,Product,OC(=O)CCC(O)=O
3422,Eriodictyol,Substrate,Oc1cc(O)c2C(=O)CC(Oc2(c1))c3ccc(O)c(O)c3
3422,Taxifolin,Product,Oc1cc(O)c2C(=O)C(O)C(Oc2(c1))c3ccc(O)c(O)c3
3428,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
3428,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
3428,L-Aspartate,Substrate,NC(CC(O)=O)C(O)=O
3428,L-Aspartyl-tRNA(Asn),Product,[*]C3OC(CO)C(OP(O)(=O)OCC2OC([*])C(O)C2(OP(O)(=O)OCC1OC([*])C(O)C1(OC(=O)C(N)CC(O)=O)))C3(O)
3428,tRNA(Asn),Substrate,[*]C3OC(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(CO)))C(O)C3(O)
3428,AMP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
3430,L-Glutamine,Substrate,NC(=O)CCC(N)C(O)=O
3430,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
3430,AMP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
3430,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
3430,tRNA(Gln),Substrate,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23))C5(O)
3430,L-Glutaminyl-tRNA(Gln),Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)CCC(N)=O)C1(O))n3cnc2c(N)ncnc23))C5(O)
3441,Vitamin D2,Product,[H]C23(CCC(C(C)C=CC(C)C(C)C)C3(C)(CCCC2(=CC=C1CC(O)CCC1(=C))))
3441,Ergosterol,Substrate,[H]C2(CCC3([H])(C4=CC=C1CC(O)CCC1(C)C4([H])(CCC23(C))))(C(C)C=CC(C)C(C)C)
3452,H2O,Product,[H]O[H]
3452,2-Dehydro-3-deoxy-L-fuconate,Product,CC(O)C(O)CC(=O)C(O)=O
3452,L-Fuconate,Substrate,CC(O)C(O)C(O)C(O)C(O)=O
3460,NH3,Product,[H]N([H])[H]
3460,L-threo-3-Methylaspartate,Substrate,CC(C(N)C(O)=O)C(O)=O
3460,Mesaconate,Product,CC(=CC(O)=O)C(O)=O
3461,Codeine,Product,[H]C45(C=CC(O)C1Oc3c(ccc2CC5(N(C)CCC14(c23)))OC)
3461,Morphine,Substrate,[H]C45(C=CC(O)C1Oc3c(O)ccc2CC5(N(C)CCC14(c23)))
3462,Oripavine,Product,COC1=CC=C3C2Cc4ccc(O)c5OC1C3(CCN2(C))c45
3462,Morphinone,Substrate,[H]C45(C=CC(=O)C1Oc3c(O)ccc2CC5(N(C)CCC14(c23)))
3473,UDPglucose,Substrate,OCC3OC(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))C(O)C(O)C3(O)
3473,trans-beta-D-Glucosyl-2-hydroxycinnamate,Product,OCC2OC(Oc1ccccc1(C=CC(O)=O))C(O)C(O)C2(O)
3473,2-Coumarate,Substrate,OC(=O)C=Cc1ccccc1(O)
3473,UDP,Product,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
3482,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
3482,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
3482,Palmatine,Product,COc2ccc1cc3c4cc(OC)c(cc4(CC[n+]3(cc1c2(OC))))OC
3482,Columbamine,Substrate,COc2ccc1cc3c4cc(O)c(cc4(CC[n+]3(cc1c2(OC))))OC
3483,O2,Substrate,O=O
3483,H2O2,Product,OO
3483,"5,8,13,13a-Tetrahydrocolumbamine",Substrate,[H]C23(Cc4ccc(OC)c(OC)c4(CN3(CCc1cc(OC)c(O)cc12)))
3483,Columbamine,Product,COc2ccc1cc3c4cc(O)c(cc4(CC[n+]3(cc1c2(OC))))OC
3486,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
3486,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
3486,Phytosterol,Product,[H]C24(CC=C1CC(O)CCC1(C)C4([H])(CCC3(C)(C(CCC23([H]))C(C)C=CC(CC)C(C)C)))
3486,Desmosterol,Substrate,[H]C(C)(CCC=C(C)C)C2([H])(CCC3([H])(C4([H])(CC=C1CC(O)CCC1(C)C4([H])(CCC23(C)))))
3493,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3493,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
3493,3-Dehydro-L-threonate,Product,OCC(=O)C(O)C(O)=O
3493,L-Threonate,Substrate,OCC(O)C(O)C(O)=O
3493,H+,Product,[H]
3497,CO2,Product,O=C=O
3497,H2O,Product,[H]O[H]
3497,O2,Substrate,O=O
3497,2-Oxoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
3497,Succinate,Product,OC(=O)CCC(O)=O
3497,(6S)-Hydroxyhyoscyamine,Substrate,CN3C1CC(O)C3(CC(C1)OC(=O)C(CO)c2ccccc2)
3497,Scopolamine,Product,[H]C23(CC(CC([H])(C1OC12)N3(C))OC(=O)C(CO)c4ccccc4)
3511,H2O,Substrate,[H]O[H]
3511,6-Hexanolide,Substrate,O=C1CCCCCO1
3511,6-Hydroxyhexanoic acid,Product,OCCCCCC(O)=O
3512,Adipate semialdehyde,Product,O=CCCCCC(O)=O
3512,6-Hexanolide,Substrate,O=C1CCCCCO1
3515,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
3515,Acyl-CoA,Substrate,[*]C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3515,"1,2-Diacyl-sn-glycerol",Product,[*]C(=O)OCC(CO)OC([*])=O
3515,Acylglycerol,Substrate,[*]C(=O)OCC(O)CO
3516,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
3516,Acylglycerol,Substrate,[*]C(=O)OCC(O)CO
3516,"2,3-Dehydroacyl-CoA",Substrate,[*]C=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3516,"1,2-Diacyl-sn-glycerol",Product,[*]C(=O)OCC(CO)OC([*])=O
3524,Cycloartenol,Substrate,[H]C1(CCC2(C)(C3([H])(CCC5([H])(C(C)(C)C(O)CCC45(CC34(CCC12(C)))))))(C(C)CCC=C(C)C)
3524,Zymosterol,Product,[H]C(C)(CCC=C(C)C)C2([H])(CCC1([H])(C=3CCC4([H])(CC(O)CCC4(C)(C=3(CCC12(C))))))
3535,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3535,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
3535,trans-Oct-2-enoyl-CoA,Product,CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3535,Octanoyl-CoA,Substrate,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3535,H+,Product,[H]
3536,FAD,Substrate,Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))
3536,trans-Oct-2-enoyl-CoA,Product,CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3536,Octanoyl-CoA,Substrate,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3536,FADH2,Product,Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))
3537,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
3537,Acetyl-CoA,Substrate,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3537,3-Oxodecanoyl-CoA,Product,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3537,Octanoyl-CoA,Substrate,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3548,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3548,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
3548,H+,Product,[H]
3548,(R)-Mandelate,Substrate,OC(=O)C(O)c1ccccc1
3548,alpha-Oxo-benzeneacetic acid,Product,OC(=O)C(=O)c1ccccc1
3549,(R)-Mandelate,Product,OC(=O)C(O)c1ccccc1
3549,(S)-Mandelate,Substrate,OC(=O)C(O)c1ccccc1
3550,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3550,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
3550,(S)-Mandelate,Substrate,OC(=O)C(O)c1ccccc1
3550,H+,Product,[H]
3550,Benzoylformate,Product,OC(=O)C(=O)c1ccccc1
3558,Cellotriose,Product,OCC3OC(OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(O)OC2(CO))C(O)C(O)C3(O)
3558,H2O,Substrate,[H]O[H]
3558,Cellotetraose,Substrate,OCC4OC(OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(O)OC3(CO))C(O)C(O)C4(O)
3558,D-Glucose,Product,OCC1OC(O)C(O)C(O)C1(O)
3559,Cellopentaose,Substrate,OCC5OC(OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(OC3(CO))OC4C(O)C(O)C(O)OC4(CO))C(O)C(O)C5(O)
3559,H2O,Substrate,[H]O[H]
3559,Cellotetraose,Product,OCC4OC(OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(O)OC3(CO))C(O)C(O)C4(O)
3559,D-Glucose,Product,OCC1OC(O)C(O)C(O)C1(O)
3563,CO2,Product,O=C=O
3563,H2O,Product,[H]O[H]
3563,O2,Substrate,O=O
3563,Gibberellin A44 diacid,Substrate,[H]C24(CCC1(O)(CC4(CC1(=C))(C(C(O)=O)C3([H])(C(C)(CCCC23(CO))C(O)=O))))
3563,Succinate,Product,OC(=O)CCC(O)=O
3563,Gibberellin A19,Product,C=C4CC13(CC4(O)(CCC3(C2(C=O)(CCCC(C)(C(=O)O)C2(C1(C(=O)O))))))
3563,2-Oxoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
3564,CO2,Product,O=C=O
3564,Gibberellin A19,Substrate,C=C4CC13(CC4(O)(CCC3(C2(C=O)(CCCC(C)(C(=O)O)C2(C1(C(=O)O))))))
3564,Gibberellin A20,Product,[H]C35(CCC1(O)(CC5(CC1(=C))(C(C(O)=O)C4([H])(C2(C)(CCCC34(OC2(=O)))))))
3568,CO2,Product,O=C=O
3568,H2O,Product,[H]O[H]
3568,O2,Substrate,O=O
3568,Succinate,Product,OC(=O)CCC(O)=O
3568,(6S)-Hydroxyhyoscyamine,Product,CN3C1CC(O)C3(CC(C1)OC(=O)C(CO)c2ccccc2)
3568,L-Hyoscyamine,Substrate,[H]C13(CCC([H])(CC(C1)OC(=O)C(CO)c2ccccc2)N3(C))
3568,alpha-Ketoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
3571,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3571,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3571,Dihydrolipoylprotein,Substrate,[*]C(=O)CCCCC(CCS)S
3571,Lipoylprotein,Product,[*]C(NC(=O)C([*])NC(=O)C([*])NC(=O)CCCCC1CCSS1)C(O)=O
3571,H+,Product,[H]
3575,Sedoheptulose,Substrate,OCC1OC(O)(CO)C(O)C(O)C1(O)
3575,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
3575,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
3575,Sedoheptulose 1-phosphate,Product,OCC(O)C(O)C(O)C(O)C(=O)COP(O)(O)=O
3577,H+,Product,[H]
3577,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3577,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3577,Reduced trypanothione,Substrate,NC(CCC(=O)NC(CS)C(=O)NCC(=O)NCCCCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(N)C(O)=O)C(O)=O
3577,Oxidized trypanothione,Product,NC(CCC(=O)NC1CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(=O)NCCCNCCCCNC(=O)CNC1(=O))C(O)=O
3578,Phosphate,Product,OP(O)(O)=O
3578,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
3578,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
3578,Reduced glutathione,Substrate,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O
3578,Reduced trypanothione,Product,NC(CCC(=O)NC(CS)C(=O)NCC(=O)NCCCCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(N)C(O)=O)C(O)=O
3578,Glutathionylspermidine,Substrate,NCCCCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(N)C(O)=O
3587,O2,Substrate,O=O
3587,H2O2,Product,OO
3587,(S)-Reticuline,Substrate,COc1ccc(cc1(O))CC2c3cc(O)c(cc3(CCN2(C)))OC
3587,(S)-Scoulerine,Product,[H]C23(Cc4ccc(OC)c(O)c4(CN3(CCc1cc(OC)c(O)cc12)))
3588,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
3588,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
3588,(S)-Reticuline,Product,COc1ccc(cc1(O))CC2c3cc(O)c(cc3(CCN2(C)))OC
3588,3'-Hydroxy-N-methyl-(S)-coclaurine,Substrate,COc2cc3CCN(C)C(Cc1ccc(O)c(O)c1)c3(cc2(O))
3591,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
3591,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
3591,"5,8,13,13a-Tetrahydrocolumbamine",Product,[H]C23(Cc4ccc(OC)c(OC)c4(CN3(CCc1cc(OC)c(O)cc12)))
3591,(S)-Scoulerine,Substrate,[H]C23(Cc4ccc(OC)c(O)c4(CN3(CCc1cc(OC)c(O)cc12)))
3592,Iodopsin,Product,[*]=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
3592,11-cis-Retinal,Substrate,CC(=CC=O)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
3594,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
3594,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
3594,5'-Dephospho-DNA,Substrate,[*]C3CC(O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(CO)))O3
3594,5'-Phospho-DNA,Product,[*]C3CC(O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(COP(O)(O)=O)))O3
3597,H+,Product,[H]
3597,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3597,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3597,Protochlorophyllide,Product,CCC3=C(C)c2cc7c(C=C)c(C)c6cc1nc(C(CCC(O)=O)=C1(C))c5C(C(=O)OC)C(=O)c4c(C)c(cc3(n2))n(c45)[Mg+2]n67
3597,Chlorophyllide a,Substrate,CCC3=C(C)c2cc7c(C=C)c(C)c6cc1nc(C(CCC(O)=O)C1(C))c5C(C(=O)OC)C(=O)c4c(C)c(cc3(n2))n(c45)[Mg+2]n67
3598,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3598,Nicotinamide adenine dinucleotide,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
3598,H+,Product,[H]
3598,11-Dehydrocorticosterone,Product,CC24(CCC(=O)C=C4(CCC1C3CCC(C(=O)CO)C3(C)(CC(=O)C12)))
3598,Corticosterone,Substrate,[H]C34(CCC(C(=O)CO)C4(C)(CC(O)C2([H])(C3([H])(CCC1=CC(=O)CCC12(C)))))
3599,H+,Product,[H]
3599,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3599,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3599,11-Dehydrocorticosterone,Product,CC24(CCC(=O)C=C4(CCC1C3CCC(C(=O)CO)C3(C)(CC(=O)C12)))
3599,Corticosterone,Substrate,[H]C34(CCC(C(=O)CO)C4(C)(CC(O)C2([H])(C3([H])(CCC1=CC(=O)CCC12(C)))))
3606,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3606,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
3606,2-trans-Dodecenoyl-CoA,Product,CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3606,H+,Product,[H]
3606,Lauroyl-CoA,Substrate,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3607,FAD,Substrate,Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))
3607,2-trans-Dodecenoyl-CoA,Product,CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3607,FADH2,Product,Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))
3607,Lauroyl-CoA,Substrate,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
3615,20-OH-Leukotriene B4,Product,OCCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(O)=O
3615,H2O,Product,[H]O[H]
3615,O2,Substrate,O=O
3615,H+,Substrate,[H]
